,player_display_name,position,fantasy_points_ppr
1076,S.Martin,K,0
1077,S.Martin,K,0
1078,S.Martin,K,0
1079,S.Martin,K,0
1080,S.Martin,K,0
1081,S.Martin,K,0
1082,S.Martin,K,0
1083,S.Martin,K,0
1084,S.Martin,K,0
1085,S.Martin,K,0
1086,S.Martin,K,0
1087,S.Martin,K,0
1088,J.Hekker,K,0
1089,J.Hekker,K,0
1090,J.Hekker,K,0
1091,J.Hekker,K,0
1092,J.Hekker,K,0
1093,J.Hekker,K,0
1094,J.Hekker,K,0
1095,J.Hekker,K,0
1096,J.Hekker,K,0
1097,J.Hekker,K,0
1098,J.Hekker,K,0
1099,J.Hekker,K,0
1100,J.Hekker,K,0
1101,J.Hekker,K,0
1102,J.Hekker,K,0
1103,J.Hekker,K,0
1104,J.Hekker,K,0
